"Age","Sex","Country","2020"
"10 - 14","Male","Azerbaijan",416451
"10 - 14","Male","Belarus",265398
"10 - 14","Male","Belgium",344691
"10 - 14","Male","Bosnia and Herzegovina",91628
"10 - 14","Male","Bulgaria",177169
"10 - 14","Male","Canada",1055992
"10 - 14","Male","Croatia",103837
"10 - 14","Male","Cyprus",23963
"10 - 14","Male","Czechia",300478
"10 - 14","Male","Denmark",173845
"10 - 14","Male","Estonia",38861
"10 - 14","Male","Finland",158871
"10 - 14","Male","France",2174328
"10 - 14","Male","Georgia",124262
"10 - 14","Male","Germany",1910630
"10 - 14","Male","Greece",285499
"10 - 14","Male","Hungary",252771
"10 - 14","Male","Iceland",12357
"10 - 14","Male","Ireland",180758
"10 - 14","Male","Israel",387380
"10 - 14","Male","Italy",1462161
"10 - 14","Male","Kazakhstan",..
"10 - 14","Male","Kyrgyzstan",309396
"10 - 14","Male","Latvia",52171
"10 - 14","Male","Liechtenstein",1022
"10 - 14","Male","Lithuania",68656
"10 - 14","Male","Luxembourg",17164
"10 - 14","Male","Malta",11378
"10 - 14","Male","Monaco",..
"10 - 14","Male","Montenegro",20042
"10 - 14","Male","Netherlands",488548
"10 - 14","Male","North Macedonia",58622
"10 - 14","Male","Norway",167480
"10 - 14","Male","Poland",1036672
"10 - 14","Male","Portugal",256625
"10 - 14","Male","Republic of Moldova",80071
"10 - 14","Male","Romania",544154
"10 - 14","Male","Russian Federation",..
"10 - 14","Male","San Marino",916
"10 - 14","Male","Serbia",172976
"10 - 14","Male","Slovakia",144463
"10 - 14","Male","Slovenia",55088
"10 - 14","Male","Spain",1309565
"10 - 14","Male","Sweden",316845
"10 - 14","Male","Switzerland",218789
"10 - 14","Male","Tajikistan",..
"10 - 14","Male","Turkiye",3291596
"10 - 14","Male","Turkmenistan",..
"10 - 14","Male","Ukraine",1162815
"10 - 14","Male","United Kingdom",..
"10 - 14","Male","United States",11103330
"10 - 14","Male","Uzbekistan",1554649
"15 - 19","Both sexes","UNECE-56",..
"15 - 19","Both sexes","European Union-27",..
"15 - 19","Both sexes","Euro area-20",..
"15 - 19","Both sexes","Eurasian Economic Union (EAEU)",..
"15 - 19","Both sexes","EECCA",..
"15 - 19","Both sexes","CIS-11",..
"15 - 19","Both sexes","North America-2",..
"15 - 19","Both sexes","Western Balkans-6",..
"15 - 19","Both sexes","Albania",193204
"15 - 19","Both sexes","Andorra",..
"15 - 19","Both sexes","Armenia",169928
"15 - 19","Both sexes","Austria",436552
"15 - 19","Both sexes","Azerbaijan",654077
"15 - 19","Both sexes","Belarus",459732
"15 - 19","Both sexes","Belgium",638486
"15 - 19","Both sexes","Bosnia and Herzegovina",183549
"15 - 19","Both sexes","Bulgaria",313607
"15 - 19","Both sexes","Canada",2100625
"15 - 19","Both sexes","Croatia",197208
"15 - 19","Both sexes","Cyprus",48857
"15 - 19","Both sexes","Czechia",484240
"15 - 19","Both sexes","Denmark",342374
"15 - 19","Both sexes","Estonia",63613
"15 - 19","Both sexes","Finland",297451
"15 - 19","Both sexes","France",4183680
"15 - 19","Both sexes","Georgia",205149
"15 - 19","Both sexes","Germany",3898008
"15 - 19","Both sexes","Greece",549002
"15 - 19","Both sexes","Hungary",487707
"15 - 19","Both sexes","Iceland",22273
"15 - 19","Both sexes","Ireland",323248
"15 - 19","Both sexes","Israel",727182
"15 - 19","Both sexes","Italy",2864034
"15 - 19","Both sexes","Kazakhstan",..
"15 - 19","Both sexes","Kyrgyzstan",507827
"15 - 19","Both sexes","Latvia",90043
"15 - 19","Both sexes","Liechtenstein",1971
"15 - 19","Both sexes","Lithuania",129102
"15 - 19","Both sexes","Luxembourg",33201
"15 - 19","Both sexes","Malta",21776
"15 - 19","Both sexes","Monaco",..
"15 - 19","Both sexes","Montenegro",39331
"15 - 19","Both sexes","Netherlands",1040446
"15 - 19","Both sexes","North Macedonia",116830
"15 - 19","Both sexes","Norway",317410
"15 - 19","Both sexes","Poland",1782522
"15 - 19","Both sexes","Portugal",540881
"15 - 19","Both sexes","Republic of Moldova",137084
"15 - 19","Both sexes","Romania",1026260
"15 - 19","Both sexes","Russian Federation",..
"15 - 19","Both sexes","San Marino",1737
"15 - 19","Both sexes","Serbia",356419
"15 - 19","Both sexes","Slovakia",262462
"15 - 19","Both sexes","Slovenia",93838
"15 - 19","Both sexes","Spain",2419152
"15 - 19","Both sexes","Sweden",572742
"15 - 19","Both sexes","Switzerland",421155
"15 - 19","Both sexes","Tajikistan",..
"15 - 19","Both sexes","Turkiye",6280854
"15 - 19","Both sexes","Turkmenistan",..
"15 - 19","Both sexes","Ukraine",1885586
"15 - 19","Both sexes","United Kingdom",..
"15 - 19","Both sexes","United States",21530899
"15 - 19","Both sexes","Uzbekistan",2564343
"15 - 19","Female","UNECE-56",..
"15 - 19","Female","European Union-27",..
"15 - 19","Female","Euro area-20",..
"15 - 19","Female","Eurasian Economic Union (EAEU)",..
"15 - 19","Female","EECCA",..
"15 - 19","Female","CIS-11",..
"15 - 19","Female","North America-2",..
"15 - 19","Female","Western Balkans-6",..
"15 - 19","Female","Albania",94692
"15 - 19","Female","Andorra",..
"15 - 19","Female","Armenia",79334
"15 - 19","Female","Austria",211853
"15 - 19","Female","Azerbaijan",308284
"15 - 19","Female","Belarus",223825
"15 - 19","Female","Belgium",310520
"15 - 19","Female","Bosnia and Herzegovina",89155
"15 - 19","Female","Bulgaria",152067
"15 - 19","Female","Canada",1026479
"15 - 19","Female","Croatia",95720
"15 - 19","Female","Cyprus",24267
"15 - 19","Female","Czechia",235225
"15 - 19","Female","Denmark",167251
"15 - 19","Female","Estonia",31055
"15 - 19","Female","Finland",145075
"15 - 19","Female","France",2034521
"15 - 19","Female","Georgia",96336
"15 - 19","Female","Germany",1882842
"15 - 19","Female","Greece",262082
"15 - 19","Female","Hungary",236851
"15 - 19","Female","Iceland",10942
"15 - 19","Female","Ireland",158761
"15 - 19","Female","Israel",372167
"15 - 19","Female","Italy",1382894
"15 - 19","Female","Kazakhstan",..
"15 - 19","Female","Kyrgyzstan",249178
"15 - 19","Female","Latvia",43866
"15 - 19","Female","Liechtenstein",960
"15 - 19","Female","Lithuania",62917
"15 - 19","Female","Luxembourg",15994
"15 - 19","Female","Malta",10596
"15 - 19","Female","Monaco",..
"15 - 19","Female","Montenegro",18916
"15 - 19","Female","Netherlands",508534
"15 - 19","Female","North Macedonia",56580
"15 - 19","Female","Norway",154538
"15 - 19","Female","Poland",868593
"15 - 19","Female","Portugal",264611
"15 - 19","Female","Republic of Moldova",66542
"15 - 19","Female","Romania",496462
"15 - 19","Female","Russian Federation",..
"15 - 19","Female","San Marino",810
"15 - 19","Female","Serbia",173262
"15 - 19","Female","Slovakia",127608
"15 - 19","Female","Slovenia",45418
"15 - 19","Female","Spain",1169098
"15 - 19","Female","Sweden",275684
"15 - 19","Female","Switzerland",204263
"15 - 19","Female","Tajikistan",..
"15 - 19","Female","Turkiye",3052614
"15 - 19","Female","Turkmenistan",..
"15 - 19","Female","Ukraine",915249
"15 - 19","Female","United Kingdom",..
"15 - 19","Female","United States",10527852
"15 - 19","Female","Uzbekistan",1248449
"15 - 19","Male","UNECE-56",..
"15 - 19","Male","European Union-27",..
"15 - 19","Male","Euro area-20",..
"15 - 19","Male","Eurasian Economic Union (EAEU)",..
"15 - 19","Male","EECCA",..
"15 - 19","Male","CIS-11",..
"15 - 19","Male","North America-2",..
"15 - 19","Male","Western Balkans-6",..
"15 - 19","Male","Albania",98512
"15 - 19","Male","Andorra",..
"15 - 19","Male","Armenia",90594
"15 - 19","Male","Austria",224699
"15 - 19","Male","Azerbaijan",345793
"15 - 19","Male","Belarus",235907
"15 - 19","Male","Belgium",327966
"15 - 19","Male","Bosnia and Herzegovina",94394
"15 - 19","Male","Bulgaria",161540
"15 - 19","Male","Canada",1074146
"15 - 19","Male","Croatia",101488
"15 - 19","Male","Cyprus",24590
"15 - 19","Male","Czechia",249015
"15 - 19","Male","Denmark",175123
"15 - 19","Male","Estonia",32557
"15 - 19","Male","Finland",152376
"15 - 19","Male","France",2149159
"15 - 19","Male","Georgia",108813
"15 - 19","Male","Germany",2015166
"15 - 19","Male","Greece",286920
"15 - 19","Male","Hungary",250855
"15 - 19","Male","Iceland",11330
"15 - 19","Male","Ireland",164487
"15 - 19","Male","Israel",355014
"15 - 19","Male","Italy",1481140
"15 - 19","Male","Kazakhstan",..
"15 - 19","Male","Kyrgyzstan",258649
"15 - 19","Male","Latvia",46177
"15 - 19","Male","Liechtenstein",1010
"15 - 19","Male","Lithuania",66184
"15 - 19","Male","Luxembourg",17207
"15 - 19","Male","Malta",11180
"15 - 19","Male","Monaco",..
"15 - 19","Male","Montenegro",20415
"15 - 19","Male","Netherlands",531912
"15 - 19","Male","North Macedonia",60250
"15 - 19","Male","Norway",162872
"15 - 19","Male","Poland",913929
"15 - 19","Male","Portugal",276270
"15 - 19","Male","Republic of Moldova",70542
"15 - 19","Male","Romania",529798
"15 - 19","Male","Russian Federation",..
"15 - 19","Male","San Marino",926
"15 - 19","Male","Serbia",183157
"15 - 19","Male","Slovakia",134854
"15 - 19","Male","Slovenia",48420
"15 - 19","Male","Spain",1250053
"15 - 19","Male","Sweden",297058
"15 - 19","Male","Switzerland",216892
"15 - 19","Male","Tajikistan",..
"15 - 19","Male","Turkiye",3228239
"15 - 19","Male","Turkmenistan",..
"15 - 19","Male","Ukraine",970337
"15 - 19","Male","United Kingdom",..
"15 - 19","Male","United States",11003047
"15 - 19","Male","Uzbekistan",1315894
"20 - 24","Both sexes","UNECE-56",..
"20 - 24","Both sexes","European Union-27",..
"20 - 24","Both sexes","Euro area-20",..
"20 - 24","Both sexes","Eurasian Economic Union (EAEU)",..
"20 - 24","Both sexes","EECCA",..
"20 - 24","Both sexes","CIS-11",..
"20 - 24","Both sexes","North America-2",..
"20 - 24","Both sexes","Western Balkans-6",..
"20 - 24","Both sexes","Albania",222606
"20 - 24","Both sexes","Andorra",..
"20 - 24","Both sexes","Armenia",170661
"20 - 24","Both sexes","Austria",512251
"20 - 24","Both sexes","Azerbaijan",738902
"20 - 24","Both sexes","Belarus",441970
"20 - 24","Both sexes","Belgium",673063
"20 - 24","Both sexes","Bosnia and Herzegovina",232423
"20 - 24","Both sexes","Bulgaria",304028
"20 - 24","Both sexes","Canada",2480898
"20 - 24","Both sexes","Croatia",235693
"20 - 24","Both sexes","Cyprus",62763
"20 - 24","Both sexes","Czechia",480471
"20 - 24","Both sexes","Denmark",378897
"20 - 24","Both sexes","Estonia",62784
"20 - 24","Both sexes","Finland",311177
"20 - 24","Both sexes","France",3832667
"20 - 24","Both sexes","Georgia",217163
"20 - 24","Both sexes","Germany",4589461
"20 - 24","Both sexes","Greece",561328
"20 - 24","Both sexes","Hungary",531845
"20 - 24","Both sexes","Iceland",25618
"20 - 24","Both sexes","Ireland",307025
"20 - 24","Both sexes","Israel",666004
"20 - 24","Both sexes","Italy",2956614
"20 - 24","Both sexes","Kazakhstan",..
"20 - 24","Both sexes","Kyrgyzstan",515959
"20 - 24","Both sexes","Latvia",83545
"20 - 24","Both sexes","Liechtenstein",2182
"20 - 24","Both sexes","Lithuania",152951
"20 - 24","Both sexes","Luxembourg",38627
"20 - 24","Both sexes","Malta",31658
"20 - 24","Both sexes","Monaco",..
"20 - 24","Both sexes","Montenegro",39254
"20 - 24","Both sexes","Netherlands",1101035
"20 - 24","Both sexes","North Macedonia",129597
"20 - 24","Both sexes","Norway",339625
"20 - 24","Both sexes","Poland",1988307
"20 - 24","Both sexes","Portugal",557118
"20 - 24","Both sexes","Republic of Moldova",139683
"20 - 24","Both sexes","Romania",1003563
"20 - 24","Both sexes","Russian Federation",..
"20 - 24","Both sexes","San Marino",1720
"20 - 24","Both sexes","Serbia",361619
"20 - 24","Both sexes","Slovakia",289225
"20 - 24","Both sexes","Slovenia",103373
"20 - 24","Both sexes","Spain",2372464
"20 - 24","Both sexes","Sweden",583581
"20 - 24","Both sexes","Switzerland",478842
"20 - 24","Both sexes","Tajikistan",..
"20 - 24","Both sexes","Turkiye",6643857
"20 - 24","Both sexes","Turkmenistan",..
"20 - 24","Both sexes","Ukraine",2047023
"20 - 24","Both sexes","United Kingdom",..
"20 - 24","Both sexes","United States",21468060
"20 - 24","Both sexes","Uzbekistan",2824780
"20 - 24","Female","UNECE-56",..
"20 - 24","Female","European Union-27",..
"20 - 24","Female","Euro area-20",..
"20 - 24","Female","Eurasian Economic Union (EAEU)",..
"20 - 24","Female","EECCA",..
"20 - 24","Female","CIS-11",..
"20 - 24","Female","North America-2",..
"20 - 24","Female","Western Balkans-6",..
"20 - 24","Female","Albania",111633
"20 - 24","Female","Andorra",..
"20 - 24","Female","Armenia",83275
"20 - 24","Female","Austria",248705
"20 - 24","Female","Azerbaijan",370239
"20 - 24","Female","Belarus",215830
"20 - 24","Female","Belgium",329803
"20 - 24","Female","Bosnia and Herzegovina",113442
"20 - 24","Female","Bulgaria",147690
"20 - 24","Female","Canada",1186529
"20 - 24","Female","Croatia",113080
"20 - 24","Female","Cyprus",32607
"20 - 24","Female","Czechia",233460
"20 - 24","Female","Denmark",185486
"20 - 24","Female","Estonia",30481
"20 - 24","Female","Finland",150748
"20 - 24","Female","France",1884497
"20 - 24","Female","Georgia",102385
"20 - 24","Female","Germany",2184102
"20 - 24","Female","Greece",266902
"20 - 24","Female","Hungary",257410
"20 - 24","Female","Iceland",12463
"20 - 24","Female","Ireland",150996
"20 - 24","Female","Israel",339529
"20 - 24","Female","Italy",1407354
"20 - 24","Female","Kazakhstan",..
"20 - 24","Female","Kyrgyzstan",252719
"20 - 24","Female","Latvia",40089
"20 - 24","Female","Liechtenstein",1103
"20 - 24","Female","Lithuania",73519
"20 - 24","Female","Luxembourg",18770
"20 - 24","Female","Malta",14527
"20 - 24","Female","Monaco",..
"20 - 24","Female","Montenegro",18988
"20 - 24","Female","Netherlands",541547
"20 - 24","Female","North Macedonia",62680
"20 - 24","Female","Norway",163798
"20 - 24","Female","Poland",972736
"20 - 24","Female","Portugal",274893
"20 - 24","Female","Republic of Moldova",68542
"20 - 24","Female","Romania",488314
"20 - 24","Female","Russian Federation",..
"20 - 24","Female","San Marino",812
"20 - 24","Female","Serbia",175580
"20 - 24","Female","Slovakia",140991
"20 - 24","Female","Slovenia",48016
"20 - 24","Female","Spain",1156389
"20 - 24","Female","Sweden",274520
"20 - 24","Female","Switzerland",231715
"20 - 24","Female","Tajikistan",..
"20 - 24","Female","Turkiye",3243453
"20 - 24","Female","Turkmenistan",..
"20 - 24","Female","Ukraine",993288
"20 - 24","Female","United Kingdom",..
"20 - 24","Female","United States",10522442
"20 - 24","Female","Uzbekistan",1378953
"20 - 24","Male","UNECE-56",..
"20 - 24","Male","European Union-27",..
"20 - 24","Male","Euro area-20",..
"20 - 24","Male","Eurasian Economic Union (EAEU)",..
"20 - 24","Male","EECCA",..
"20 - 24","Male","CIS-11",..
"20 - 24","Male","North America-2",..
"20 - 24","Male","Western Balkans-6",..
"20 - 24","Male","Albania",110973
"20 - 24","Male","Andorra",..
"20 - 24","Male","Armenia",87386
"20 - 24","Male","Austria",263546
"20 - 24","Male","Azerbaijan",368663
"20 - 24","Male","Belarus",226140
"20 - 24","Male","Belgium",343260
"20 - 24","Male","Bosnia and Herzegovina",118981
"20 - 24","Male","Bulgaria",156338
"20 - 24","Male","Canada",1294369
"20 - 24","Male","Croatia",122613
"20 - 24","Male","Cyprus",30156
"20 - 24","Male","Czechia",247011
"20 - 24","Male","Denmark",193411
"20 - 24","Male","Estonia",32303
"20 - 24","Male","Finland",160428
"20 - 24","Male","France",1948170
"20 - 24","Male","Georgia",114778
"20 - 24","Male","Germany",2405359
"20 - 24","Male","Greece",294426
"20 - 24","Male","Hungary",274435
"20 - 24","Male","Iceland",13155
"20 - 24","Male","Ireland",156029
"20 - 24","Male","Israel",326475
"20 - 24","Male","Italy",1549260
"20 - 24","Male","Kazakhstan",..
"20 - 24","Male","Kyrgyzstan",263240
"20 - 24","Male","Latvia",43455
"20 - 24","Male","Liechtenstein",1079
"20 - 24","Male","Lithuania",79431
"20 - 24","Male","Luxembourg",19856
"20 - 24","Male","Malta",17131
"20 - 24","Male","Monaco",..
"20 - 24","Male","Montenegro",20266
"20 - 24","Male","Netherlands",559488
"20 - 24","Male","North Macedonia",66917
"20 - 24","Male","Norway",175827
"20 - 24","Male","Poland",1015570
"20 - 24","Male","Portugal",282225
"20 - 24","Male","Republic of Moldova",71142
"20 - 24","Male","Romania",515249
"20 - 24","Male","Russian Federation",..
"20 - 24","Male","San Marino",907
"20 - 24","Male","Serbia",186039
"20 - 24","Male","Slovakia",148234
"20 - 24","Male","Slovenia",55357
"20 - 24","Male","Spain",1216075
"20 - 24","Male","Sweden",309061
"20 - 24","Male","Switzerland",247127
"20 - 24","Male","Tajikistan",..
"20 - 24","Male","Turkiye",3400404
"20 - 24","Male","Turkmenistan",..
"20 - 24","Male","Ukraine",1053735
"20 - 24","Male","United Kingdom",..
"20 - 24","Male","United States",10945618
"20 - 24","Male","Uzbekistan",1445827
"25 - 29","Both sexes","UNECE-56",..
"25 - 29","Both sexes","European Union-27",..
"25 - 29","Both sexes","Euro area-20",..
"25 - 29","Both sexes","Eurasian Economic Union (EAEU)",..
"25 - 29","Both sexes","EECCA",..
"25 - 29","Both sexes","CIS-11",..
"25 - 29","Both sexes","North America-2",..
"25 - 29","Both sexes","Western Balkans-6",..
"25 - 29","Both sexes","Albania",236402
"25 - 29","Both sexes","Andorra",..
"25 - 29","Both sexes","Armenia",226997
"25 - 29","Both sexes","Austria",598432
"25 - 29","Both sexes","Azerbaijan",932201
"25 - 29","Both sexes","Belarus",583544
"25 - 29","Both sexes","Belgium",740516
"25 - 29","Both sexes","Bosnia and Herzegovina",223916
"25 - 29","Both sexes","Bulgaria",377499
"25 - 29","Both sexes","Canada",2643411
"25 - 29","Both sexes","Croatia",238302
"25 - 29","Both sexes","Cyprus",75254
"25 - 29","Both sexes","Czechia",636408
"25 - 29","Both sexes","Denmark",401823
"25 - 29","Both sexes","Estonia",78687
"25 - 29","Both sexes","Finland",354337
"25 - 29","Both sexes","France",3732048
"25 - 29","Both sexes","Georgia",243235
"25 - 29","Both sexes","Germany",4993705
"25 - 29","Both sexes","Greece",561274
"25 - 29","Both sexes","Hungary",626315
"25 - 29","Both sexes","Iceland",30394
"25 - 29","Both sexes","Ireland",291102
"25 - 29","Both sexes","Israel",622995
"25 - 29","Both sexes","Italy",3087036
"25 - 29","Both sexes","Kazakhstan",..
"25 - 29","Both sexes","Kyrgyzstan",568936
"25 - 29","Both sexes","Latvia",110839
"25 - 29","Both sexes","Liechtenstein",2314
"25 - 29","Both sexes","Lithuania",184054
"25 - 29","Both sexes","Luxembourg",47586
"25 - 29","Both sexes","Malta",45533
